,0
598,SORYTPO12AB0183974
599,SOSCNTQ12B35058813
600,SOSDUAW12A8C13BA7D
601,SOSEBVP12A6D4F9CBB
602,SOSFZBK12A8C137A1E
603,SOSJCNH12A81C23945
604,SOSJDQJ12A8C13D4A9
605,SOSKKUE12AB0180108
606,SOSLEFC12A6D4FC740
607,SOSLQZV12AB018C818
608,SOSMMEW12A8C134F96
609,SOSNUDO12AB0181485
610,SOSOHQJ12A6D4F97A3
611,SOSQQGF12A6310F0FB
612,SOSTULZ12AAF3B4683
613,SOSVPIE12A6D4FA873
614,SOSVQNK12AC468D6BE
615,SOTARUJ12A8C13B0DA
616,SOTCMDJ12A6D4F8528
617,SOTDIMP12AB01821E8
618,SOTDKEJ12AB0187AAA
619,SOTEPSZ12AB018C99D
620,SOTIDKX12A6D4FA7EA
621,SOTIVDJ12AF72A9442
622,SOTMFRY12A8C13C8A2
623,SOTORXA12A58A79338
624,SOTQUEC12AB01877F8
625,SOTRQEJ12AF72A45D7
626,SOTVQBZ12A8C13B0E7
627,SOTXSMC12AB0182217
628,SOTYLCV12A8C143772
629,SOUCKDH12A8C138FF5
630,SOUEEWG12A8C139E61
631,SOUNJIO12AB0181339
632,SOURYDB12A8C135A6A
633,SOUSAXA12AF72A73F5
634,SOUSJNT12A67ADE72B
635,SOUSMNI12A8C136F4F
636,SOUTGUB12AB017DC5B
637,SOUZBUD12A8C13FD8E
638,SOVBJIV12A81C22366
639,SOVDLZN12AB0185BEA
640,SOVEFXA12A58A7942A
641,SOVFNKP12A81C2177F
642,SOVHPUT12A81C22A56
643,SOVIFRY12AB017B114
644,SOVJFSL12A58A7F6A4
645,SOVLDZB12A81C206F5
646,SOVMKIC12AF72A05CC
647,SOVOKGC12A58A7DF6B
648,SOVPVKH12A8C133388
649,SOVQTBU12AF72A6675
650,SOVRTPN12AB0184F9E
651,SOVSCKX12A8C13D3E1
652,SOVUBST12AB018C9A4
653,SOVUGCB12A8C131B45
654,SOVVJEU12A8C133F33
655,SOWEJXA12A6701C574
656,SOWFIFP12A8C13A9EE
657,SOWGZIE12A6D4FC6F2
658,SOWJYKK12A8C13286A
659,SOWKLEE12A81C232AC
660,SOWKUZM12A67AE0D37
661,SOWMGHQ12A6D4F914D
662,SOWNVRT12AB0188CA6
663,SOWSAVT12AB0186103
664,SOWTXCC12A8151B85A
665,SOXCUHM12B0B8092BB
666,SOXDHVL12A6D4FBBE7
667,SOXFANL12A6310F1B5
668,SOXFTPU12A81C2150E
669,SOXILLO12A6310F1B6
670,SOXLKBQ12A8C131B17
671,SOXLSBV12AB018397A
672,SOXYPGW12AB018C806
673,SOXZCIH12A8C1425F0
674,SOXZMNC12A8C135DD5
675,SOYEVUY12A8C145F58
676,SOYEWFR12AB0189AB6
677,SOYHTAT12A81C23955
678,SOYIRPZ12A6D4FCAB0
679,SOYIWVC12A8AE47F31
680,SOYJJRX12A8C137A0F
681,SOYLDJC12A6701E2FF
682,SOYLLGK12A81C217A1
683,SOYNOQQ12A8C136127
684,SOYOGWU12A8AE481A6
685,SOYPJMP12AF72A901D
686,SOYRHNG12A8C14002E
687,SOYVSHP12A6702016E
688,SOYYYFE12A81C2395E
689,SOZHUUI12A6701D7B6
690,SOZJHUF12A8C13E642
691,SOZJWDN12A8151B851
692,SOZNZGG12AB018305A
693,SOZOEYP12AB0188C9D
694,SOZORGY12A8C140382
695,SOZUNWX12A81C221F3
696,SOZUPDR12A8C137FB6
697,SOZWBVE12AAF3B515C
698,SOZXEZV12A6D4F737F
699,SOZYBGN12A8C13A93C
700,SOZYDZR12A8C13F4F0
701,SOZYPRF12A6310F1B4
702,SOZZIOH12A67ADE300
703,SOZZYAO12A6701FF36
704,SOCNAPQ12AAA15EE26
705,SODHFCC12A58A7B15B
706,SODYMSQ12A58A790AD
707,SOISSYK12A6D4F78A8
708,SOTYAJM12A6D4FD0EE
709,SOWXDVT12B0B80BFA3
710,SODXKQJ12A6D4F886C
711,SOKYHYL12A8C13D79D
712,SOQEBHS12A6D4FCB47
713,SOSENYY12AC468B565
714,SOHWXEU12A8C1320D1
715,SOAIQYM12A6701F507
716,SOAOOJK12A8C144AA2
717,SOAOSNO12A6D4FA76F
718,SOAPLOI12AB018CCF4
719,SOAVCHX12A6D4FA7B6
720,SOAVLJR12AC46883DC
721,SOAVYHI12A6D4F766A
722,SOBBHQG12A58A7ADC6
723,SOBGJBA12A6D227291
724,SOBKXDF12A67ADF7EC
725,SOBNXJY12A8C13E070
726,SOBYKVE12AB017E275
727,SOCATVQ12A8AE46CF4
728,SOCBBGJ12AF72A0922
729,SOCBWRP12A8C1311DB
730,SOCDXUG12B0B8064EA
731,SOCONZX12A8C13F7BC
732,SOCTOZW12A8C13AE90
733,SOCYGFQ12A8C13C65B
734,SODEIFT12AB0189E54
735,SODUQLE12AF72A0F05
736,SODVFTQ12A58A7AC45
737,SODVWOV12A6D4FB6D2
738,SODWZZQ12A6D4FA7B7
739,SOEGXLI12AB018A228
740,SOETKSY12A8C13C666
741,SOEUDBC12A8C140BEA
742,SOFIVRZ12AB0182207
743,SOFLOUP12A58A78897
744,SOFPNOY12A8C134D40
745,SOFQMHG12A6701E781
746,SOFVGPP12A8C141FA6
747,SOGAUJB12A8C13BD05
748,SOGIVSP12AF729A146
749,SOGKVDY12A8C1427ED
750,SOGOJAC12A8C134D32
751,SOHGJRQ12AB018CD0C
752,SOHGYWI12A67ADCD65
753,SOHILNH12A6701E1C3
754,SOHKKFX12A58A7975B
755,SOHKYPZ12B0B80758A
756,SOIAIVS12A8C137973
757,SOIBYJC12AB017C771
758,SOIOHLX12A6702162F
759,SOIPYDT12A6701F992
760,SOIRUXQ12A8C133060
761,SOITKIV12A67ADBF39
762,SOIUHNZ12AF72ADA80
763,SOIUVYE12A6D4FA66E
764,SOIWULR12A6702162B
765,SOIYBET12A8C13D69D
766,SOJBZVF12AC3DF5728
767,SOJILUX12A81C202FD
768,SOJLKYA12A58A7AB67
769,SOJTDUS12A6D4FBF0E
770,SOKHZWA12A8C13672E
771,SOKRAHZ12A8C13F438
772,SOLJYFD12AB0185347
773,SOLLWLW12AB018A77E
774,SOLYVPG12AB0185318
775,SOLZKLE12AF729F385
776,SOMKQUD12A8C144676
777,SOMLSMH12A6310DF24
778,SONMNYH12A8C131C99
779,SONNSYV12A8C146BEC
780,SOOEEPE12A8AE459A4
781,SOOLWEJ12AB0186DA4
782,SOOQCAG12A67ADE6DD
783,SOOYJOK12A6D4F9FCD
784,SOPCQRT12A8C13B15D
785,SOPCYXP12A58A75EB1
786,SOQTHZW12A8C1400F8
787,SORASHE12A6D4FA7B8
788,SORJKSL12AB017D9F4
789,SORLVZE12A67ADBF3C
790,SORWPCP12A8C13B9D8
791,SOSFVDJ12AB017D672
792,SOTRELQ12AB01871C9
793,SOTUETB12AB018CD36
794,SOTVLQY12A58A798C2
795,SOUIIWR12AF72A7A9E
796,SOUQQWB12AB01828AB
797,SOURJIK12A8C138182
798,SOUZDWT12B0B80BC62
